system:time_start,COD Var.,NDVI,,,,,,,,,,,,
14-Jan-15,0,0.408,0.326,0.342,0.322,0.28,,0.192,0.168,0.269,0.089,0.443,,Start Date: 2015-01-14
15-Jan-15,0,0.408,0.328,0.353,0.32,0.286,,0.198,0.156,0.278,0.088,0.437,,First 5: East
16-Jan-15,0,0.408,0.326,0.349,0.32,0.286,,0.189,0.139,0.303,0.096,0.443,,Last 5: West
17-Jan-15,0,0.414,0.325,0.355,0.316,0.292,,0.195,0.092,0.321,0.118,0.465,,South to North
18-Jan-15,0,0.412,0.332,0.34,0.321,0.289,,0.19,0.081,0.317,0.117,0.431,,
19-Jan-15,0,0.413,0.331,0.345,0.321,0.293,,0.188,0.086,0.307,0.118,0.437,,
20-Jan-15,0,0.415,0.333,0.345,0.321,0.291,,0.187,0.061,0.306,0.116,0.445,,
21-Jan-15,0,0.419,0.334,0.345,0.31,0.283,,0.188,0.059,0.306,0.117,0.448,,
22-Jan-15,0,0.414,0.331,0.34,0.31,0.294,,0.197,0.053,0.288,0.136,0.447,,
23-Jan-15,0,0.413,0.33,0.339,0.315,0.299,,0.2,0.052,0.289,0.131,0.451,,
24-Jan-15,0,0.407,0.326,0.327,0.323,0.289,,0.2,0.057,0.276,0.127,0.442,,
25-Jan-15,0,0.408,0.326,0.326,0.323,0.288,,0.2,0.057,0.275,0.131,0.426,,
26-Jan-15,0,0.408,0.326,0.326,0.325,0.288,,0.199,0.067,0.272,0.131,0.426,,
27-Jan-15,0,0.393,0.321,0.327,0.331,0.284,,0.2,0.076,0.269,0.132,0.426,,
28-Jan-15,0,0.392,0.32,0.326,0.331,0.283,,0.199,0.076,0.268,0.132,0.427,,
29-Jan-15,0,0.389,0.319,0.32,0.333,0.286,,0.205,0.08,0.258,0.142,0.425,,
30-Jan-15,0,0.388,0.318,0.319,0.333,0.284,,0.205,0.082,0.257,0.142,0.423,,
31-Jan-15,0,0.387,0.317,0.318,0.333,0.283,,0.207,0.081,0.256,0.14,0.421,,
1-Feb-15,0,0.386,0.318,0.32,0.338,0.294,,0.207,0.081,0.267,0.137,0.418,,
2-Feb-15,0,0.389,0.322,0.308,0.346,0.29,,0.217,0.08,0.233,0.199,0.379,,
3-Feb-15,0,0.394,0.318,0.321,0.35,0.299,,0.221,0.092,0.247,0.158,0.412,,
4-Feb-15,0,0.397,0.322,0.32,0.341,0.287,,0.242,0.076,0.274,0.161,0.389,,
5-Feb-15,0,0.393,0.321,0.342,0.339,0.291,,0.245,0.036,0.321,0.148,0.401,,
6-Feb-15,0,0.395,0.321,0.346,0.339,0.289,,0.251,0.034,0.323,0.147,0.396,,
7-Feb-15,0,0.394,0.326,0.361,0.373,0.3,,0.284,0.096,0.375,0.16,0.348,,
8-Feb-15,0,0.394,0.326,0.367,0.369,0.299,,0.284,0.096,0.377,0.205,0.359,,
9-Feb-15,0,0.393,0.34,0.37,0.371,0.297,,0.306,0.091,0.387,0.199,0.396,,
10-Feb-15,0,0.391,0.34,0.371,0.371,0.297,,0.308,0.092,0.387,0.201,0.416,,
11-Feb-15,0,0.384,0.339,0.367,0.364,0.294,,0.309,0.092,0.388,0.2,0.415,,
12-Feb-15,0,0.392,0.347,0.361,0.367,0.287,,0.321,0.093,0.382,0.204,0.42,,
13-Feb-15,0,0.393,0.342,0.362,0.36,0.276,,0.319,0.1,0.38,0.202,0.443,,
14-Feb-15,0,0.389,0.339,0.357,0.372,0.275,,0.318,0.128,0.384,0.217,0.511,,
15-Feb-15,0,0.388,0.34,0.357,0.372,0.271,,0.316,0.128,0.386,0.22,0.514,,
16-Feb-15,0,0.387,0.339,0.353,0.37,0.271,,0.314,0.133,0.389,0.224,0.512,,
17-Feb-15,0,0.387,0.338,0.348,0.371,0.267,,0.315,0.117,0.389,0.223,0.515,,
18-Feb-15,0,0.392,0.332,0.349,0.372,0.265,,0.312,0.135,0.393,0.227,0.526,,
19-Feb-15,0,0.391,0.331,0.348,0.371,0.263,,0.311,0.135,0.394,0.226,0.529,,
20-Feb-15,0,0.391,0.331,0.345,0.375,0.261,,0.309,0.133,0.39,0.232,0.551,,
21-Feb-15,0,0.395,0.333,0.34,0.381,0.257,,0.316,0.134,0.381,0.241,0.561,,
22-Feb-15,0,0.395,0.336,0.344,0.385,0.259,,0.318,0.14,0.38,0.242,0.566,,
23-Feb-15,0,0.386,0.32,0.338,0.382,0.249,,0.318,0.15,0.385,0.262,0.606,,
24-Feb-15,0,0.4,0.336,0.337,0.382,0.247,,0.318,0.148,0.386,0.266,0.604,,
25-Feb-15,0,0.417,0.33,0.341,0.398,0.262,,0.3,0.129,0.413,0.332,0.614,,
26-Feb-15,0,0.415,0.327,0.334,0.388,0.248,,0.308,0.123,0.387,0.302,0.594,,
27-Feb-15,0,0.409,0.325,0.332,0.383,0.248,,0.293,0.148,0.378,0.312,0.562,,
28-Feb-15,0,0.401,0.329,0.323,0.388,0.245,,0.294,0.154,0.382,0.299,0.545,,
1-Mar-15,0,0.419,0.329,0.338,0.383,0.266,,0.3,0.182,0.394,0.309,0.547,,
2-Mar-15,0,0.412,0.332,0.338,0.381,0.276,,0.307,0.197,0.405,0.312,0.532,,
3-Mar-15,0,0.42,0.331,0.337,0.379,0.275,,0.308,0.195,0.405,0.311,0.532,,
4-Mar-15,0,0.421,0.335,0.341,0.385,0.285,,0.314,0.184,0.414,0.319,0.561,,
5-Mar-15,0,0.42,0.338,0.346,0.376,0.287,,0.316,0.194,0.408,0.323,0.56,,
6-Mar-15,0,0.416,0.341,0.345,0.384,0.3,,0.321,0.203,0.401,0.326,0.56,,
7-Mar-15,0,0.415,0.341,0.346,0.383,0.301,,0.322,0.204,0.403,0.324,0.561,,
8-Mar-15,0,0.415,0.341,0.346,0.382,0.302,,0.322,0.204,0.403,0.323,0.564,,
9-Mar-15,0,0.415,0.34,0.351,0.382,0.301,,0.323,0.196,0.41,0.322,0.565,,
10-Mar-15,0,0.416,0.345,0.354,0.381,0.301,,0.325,0.189,0.409,0.323,0.559,,
11-Mar-15,0,0.413,0.349,0.354,0.385,0.303,,0.331,0.175,0.419,0.335,0.567,,
12-Mar-15,0,0.413,0.35,0.359,0.38,0.295,,0.326,0.17,0.433,0.334,0.571,,
13-Mar-15,0,0.411,0.349,0.363,0.373,0.3,,0.337,0.194,0.436,0.329,0.564,,
14-Mar-15,0,0.414,0.355,0.372,0.381,0.314,,0.335,0.212,0.454,0.333,0.586,,
15-Mar-15,0,0.419,0.36,0.377,0.386,0.336,,0.342,0.209,0.47,0.327,0.612,,
16-Mar-15,0,0.413,0.365,0.373,0.393,0.346,,0.341,0.185,0.472,0.388,0.636,,
17-Mar-15,0,0.419,0.38,0.372,0.406,0.345,,0.337,0.183,0.454,0.336,0.57,,
18-Mar-15,0,0.425,0.373,0.381,0.411,0.348,,0.335,0.197,0.451,0.363,0.576,,
19-Mar-15,0,0.429,0.373,0.374,0.411,0.348,,0.331,0.199,0.466,0.406,0.569,,
20-Mar-15,0,0.433,0.373,0.371,0.416,0.346,,0.314,0.203,0.459,0.418,0.559,,
21-Mar-15,0,0.41,0.364,0.374,0.399,0.345,,0.305,0.183,0.45,0.38,0.562,,
22-Mar-15,0,0.406,0.367,0.373,0.394,0.341,,0.307,0.202,0.44,0.384,0.562,,
23-Mar-15,0,0.406,0.366,0.373,0.394,0.341,,0.306,0.202,0.44,0.384,0.562,,
24-Mar-15,0,0.412,0.366,0.372,0.393,0.33,,0.316,0.203,0.439,0.393,0.543,,
25-Mar-15,0,0.412,0.365,0.372,0.393,0.33,,0.316,0.204,0.439,0.392,0.542,,
26-Mar-15,0,0.41,0.361,0.361,0.39,0.326,,0.321,0.205,0.431,0.382,0.547,,
27-Mar-15,0,0.406,0.362,0.359,0.387,0.328,,0.32,0.205,0.427,0.383,0.525,,
28-Mar-15,0,0.404,0.373,0.367,0.396,0.33,,0.316,0.207,0.433,0.387,0.512,,
29-Mar-15,0,0.404,0.373,0.367,0.396,0.329,,0.316,0.207,0.435,0.388,0.511,,
30-Mar-15,0,0.404,0.373,0.366,0.396,0.329,,0.317,0.206,0.436,0.388,0.51,,
31-Mar-15,0,0.404,0.373,0.366,0.396,0.328,,0.317,0.206,0.405,0.388,0.509,,
1-Apr-15,0,0.404,0.374,0.365,0.396,0.327,,0.317,0.205,0.406,0.387,0.508,,
2-Apr-15,0,0.404,0.374,0.365,0.39,0.326,,0.318,0.204,0.406,0.386,0.496,,
3-Apr-15,0,0.41,0.379,0.368,0.389,0.326,,0.315,0.194,0.409,0.373,0.469,,
4-Apr-15,0,0.41,0.38,0.367,0.391,0.324,,0.313,0.199,0.403,0.369,0.466,,
5-Apr-15,0,0.413,0.377,0.367,0.393,0.324,,0.32,0.205,0.406,0.357,0.459,,
6-Apr-15,0,0.418,0.373,0.373,0.394,0.316,,0.334,0.21,0.409,0.352,0.45,,
7-Apr-15,0,0.417,0.363,0.385,0.394,0.32,,0.323,0.21,0.41,0.334,0.413,,
8-Apr-15,0,0.415,0.361,0.386,0.4,0.33,,0.315,0.189,0.422,0.335,0.412,,
9-Apr-15,0,0.406,0.356,0.383,0.395,0.333,,0.311,0.19,0.433,0.321,0.399,,
10-Apr-15,0,0.404,0.353,0.381,0.394,0.335,,0.305,0.195,0.424,0.325,0.397,,
11-Apr-15,0,0.404,0.353,0.38,0.392,0.328,,0.305,0.19,0.422,0.319,0.377,,
12-Apr-15,0,0.407,0.353,0.38,0.39,0.326,,0.303,0.2,0.413,0.299,0.371,,
13-Apr-15,0,0.406,0.349,0.377,0.384,0.324,,0.299,0.201,0.407,0.291,0.363,,
14-Apr-15,0,0.405,0.349,0.377,0.384,0.324,,0.298,0.2,0.407,0.29,0.362,,
15-Apr-15,0,0.406,0.35,0.37,0.381,0.312,,0.293,0.193,0.392,0.284,0.355,,
16-Apr-15,0,0.409,0.356,0.364,0.382,0.308,,0.29,0.197,0.386,0.292,0.352,,
17-Apr-15,0,0.409,0.355,0.357,0.378,0.304,,0.286,0.194,0.375,0.285,0.344,,
18-Apr-15,0,0.409,0.356,0.355,0.378,0.302,,0.283,0.195,0.374,0.285,0.337,,
19-Apr-15,0,0.407,0.353,0.351,0.374,0.303,,0.28,0.19,0.365,0.287,0.327,,
20-Apr-15,0,0.406,0.354,0.35,0.372,0.301,,0.279,0.186,0.363,0.281,0.326,,
21-Apr-15,0,0.404,0.355,0.345,0.366,0.297,,0.272,0.183,0.356,0.271,0.32,,
22-Apr-15,0,0.405,0.355,0.339,0.365,0.29,,0.268,0.183,0.344,0.276,0.32,,
23-Apr-15,0,0.4,0.353,0.328,0.362,0.285,,0.264,0.182,0.33,0.278,0.317,,
24-Apr-15,0,0.394,0.352,0.32,0.358,0.283,,0.261,0.186,0.324,0.275,0.309,,
25-Apr-15,0,0.394,0.357,0.321,0.364,0.286,,0.261,0.195,0.321,0.272,0.309,,
26-Apr-15,0,0.394,0.359,0.32,0.361,0.279,,0.259,0.197,0.323,0.268,0.301,,
27-Apr-15,0,0.39,0.358,0.322,0.36,0.281,,0.255,0.201,0.32,0.265,0.307,,
28-Apr-15,0,0.387,0.356,0.319,0.355,0.282,,0.249,0.187,0.314,0.263,0.301,,
29-Apr-15,0,0.385,0.355,0.319,0.356,0.281,,0.247,0.184,0.316,0.263,0.302,,
30-Apr-15,0,0.384,0.355,0.318,0.356,0.282,,0.245,0.184,0.316,0.263,0.301,,
1-May-15,0,0.38,0.356,0.318,0.355,0.288,,0.241,0.184,0.314,0.265,0.294,,
2-May-15,0,0.378,0.352,0.314,0.351,0.287,,0.239,0.18,0.308,0.259,0.288,,
3-May-15,0,0.371,0.351,0.312,0.351,0.282,,0.232,0.182,0.308,0.255,0.291,,
4-May-15,0,0.372,0.35,0.316,0.35,0.279,,0.229,0.185,0.309,0.26,0.298,,
5-May-15,0,0.368,0.348,0.313,0.349,0.272,,0.225,0.163,0.309,0.255,0.295,,
6-May-15,0,0.367,0.346,0.312,0.348,0.271,,0.222,0.163,0.307,0.25,0.294,,
7-May-15,0,0.365,0.345,0.311,0.348,0.271,,0.22,0.162,0.304,0.25,0.29,,
8-May-15,0,0.363,0.345,0.31,0.341,0.276,,0.221,0.158,0.306,0.245,0.281,,
9-May-15,0,0.363,0.347,0.31,0.337,0.271,,0.217,0.158,0.298,0.238,0.272,,
10-May-15,0,0.364,0.348,0.316,0.335,0.259,,0.216,0.158,0.287,0.23,0.267,,
11-May-15,0,0.365,0.346,0.315,0.334,0.258,,0.214,0.145,0.277,0.226,0.264,,
12-May-15,0,0.361,0.343,0.315,0.329,0.267,,0.212,0.127,0.278,0.215,0.252,,
13-May-15,0,0.365,0.343,0.313,0.327,0.269,,0.212,0.119,0.278,0.215,0.244,,
14-May-15,0,0.365,0.344,0.312,0.329,0.261,,0.212,0.124,0.278,0.203,0.236,,
15-May-15,0,0.365,0.343,0.313,0.329,0.265,,0.211,0.125,0.273,0.199,0.232,,
16-May-15,0,0.364,0.344,0.318,0.33,0.281,,0.208,0.128,0.272,0.199,0.228,,
17-May-15,0,0.368,0.34,0.324,0.331,0.282,,0.215,0.118,0.277,0.192,0.233,,
18-May-15,0,0.369,0.34,0.334,0.321,0.284,,0.216,0.114,0.287,0.209,0.225,,
19-May-15,0,0.375,0.339,0.341,0.322,0.317,,0.22,0.129,0.284,0.208,0.214,,
